"","V1","C_ele_gene_ID","WormBase.Gene.ID","Public.Name","Gene.Ontology.Association","Concise.Description","Automated.Description"
"420","Gpal_D383_g09542","F59C12.3","WBGene00019102","F59C12.3","actin cytoskeleton organization, ""bicellular tight junction"", ""cytoplasmic vesicle"", ""plasma membrane"", ""regulation of cell migration""","N.A.","Is enriched in several structures, including AFD\; coelomocyte\; excretory cell\; head mesodermal cell\; and mechanosensory neurons based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; daf-12\; and sek-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eight chemicals including 1-methylnicotinamide\; D-glucose\; and metformin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site and Nucleotidyltransferase superfamily. Is an ortholog of human AMOT (angiomotin)."
"421","Gpal_D383_g00569","F10B5.2","WBGene00008639","F10B5.2","spliceosomal tri-snRNP complex assembly","N.A.","Is enriched in germ line\; germline precursor cell\; intestine\; neurons\; and somatic gonad precursor based on tiling array\; RNA-seq\; proteomic\; and microarray studies. Is affected by several genes including daf-16\; let-60\; and hsf-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by seven chemicals including bisphenol S\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: AAR2 protein\; A1 cistron-splicing factor, AAR2\; AAR2, C-terminal domain superfamily\; and AAR2, N-terminal domain superfamily. Is an ortholog of human AAR2 (AAR2 splicing factor)."
"422","Gpal_D383_g01758","Y57G11C.31","WBGene00013321","Y57G11C.31","integral component of membrane, ""membrane""","N.A.","Is enriched in OLL\; PLM\; PVD\; and amphid sheath cell based on microarray and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray\; proteomic\; and RNA-seq studies. Is affected by twelve chemicals including D-glucose\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Nucleotide-diphospho-sugar transferase and Nucleotide-diphospho-sugar transferase."
"423","Gpal_D383_g02176","B0280.9","WBGene00015104","B0280.9","nucleolus, ""nucleus"", ""Pwp2p-containing subcomplex of 90S preribosome"", ""rRNA processing"", ""small-subunit processome""","N.A.","Is enriched in body wall muscle cell\; germ line\; and intestine based on proteomic\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and skn-1 based on tiling array\; RNA-seq\; and microarray studies. Is affected by four chemicals including Zidovudine\; Cry5B\; and Chlorpyrifos based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: WD domain, G-beta repeat\; WD40 repeat\; WD40\/YVTN repeat-like-containing domain superfamily\; and WD40-repeat-containing domain superfamily. Is an ortholog of human UTP18 (UTP18 small subunit processome component)."
"424","Gpal_D383_g03330","Y54F10AM.6","WBGene00021850","Y54F10AM.6","N.A.","N.A.","Is enriched in AFD\; OLL\; PVD\; hypodermis\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and dpy-10 based on microarray and RNA-seq studies. Is affected by seventeen chemicals including Heme\; methylmercury hydroxide\; and rotenone based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: Uncharacterized protein T19C3.2-like."
"425","Gpal_D383_g11177","F54A3.4","WBGene00018783","cbs-2","cytoplasm, ""hydrogen sulfide biosynthetic process"", ""pyridoxal phosphate binding"", ""transsulfuration""","The F54A3.4 gene encodes a homolog of the human gene CBS, which when mutated leads to homocystinuria (OMIM:236200).","Is enriched in AVK\; germ line\; hypodermis\; and in male based on RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and elt-2 based on microarray and RNA-seq studies. Is affected by twelve chemicals including rotenone\; manganese chloride\; and D-glucose based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in several diseases, including homocystinuria\; hyperhomocysteinemia\; and neural tube defect. Is predicted to encode a protein with the following domains: Pyridoxal-phosphate dependent enzyme\; Pyridoxal-phosphate dependent enzyme\; and Tryptophan synthase beta subunit-like PLP-dependent enzyme. Is an ortholog of human CBSL (cystathionine beta-synthase like)."
"426","Gpal_D383_g04124","B0035.2","WBGene00001020","dnj-2","endoplasmic reticulum membrane, ""integral component of membrane"", ""membrane"", ""protein folding""","This gene encodes a protein containing a DnaJ ('J') domain.","Is enriched in ALM\; PLM\; germ line\; neurons\; and seam cell based on microarray and RNA-seq studies. Is affected by several genes including daf-2\; daf-12\; and hsf-1 based on microarray\; tiling array\; proteomic\; and RNA-seq studies. Is affected by six chemicals including Atrazine\; Cry5B\; and Humic Substances based on microarray studies. Is predicted to encode a protein with the following domains: DnaJ domain\; DnaJ domain\; and Chaperone J-domain superfamily. Is an ortholog of human DNAJC25-GNG10 (DNAJC25-GNG10 readthrough)."
"427","Gpal_D383_g14131","C35D10.10","WBGene00016446","C35D10.10","disulfide oxidoreductase activity, ""integral component of membrane"", ""membrane"", ""membrane-bounded organelle""","N.A.","Is enriched in germ line based on RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and let-7 based on microarray\; proteomic\; and RNA-seq studies. Is affected by five chemicals including rotenone\; resveratrol\; and paraquat based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Thioredoxin\; Thioredoxin domain\; and Thioredoxin-like superfamily. Is an ortholog of human TMX2 (thioredoxin related transmembrane protein 2)."
"428","Gpal_D383_g12969","T23G5.2","WBGene00011962","T23G5.2","N.A.","N.A.","Is enriched in RIS\; coelomocyte\; germ line\; head mesodermal cell\; and mechanosensory neurons based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-12\; and sir-2.1 based on microarray\; tiling array\; proteomic\; and RNA-seq studies. Is affected by nine chemicals including stavudine\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Phosphorylation site\; PRELI-like family\; and PRELI\/MSF1 domain. Is an ortholog of human SEC14L1 (SEC14 like lipid binding 1)."
"429","Gpal_D383_g09340","Y54F10AM.10","WBGene00004314","rbc-2","N.A.","N.A.","Is enriched in AVK\; OLL\; PLM\; PVD\; and germ line based on microarray and RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and daf-12 based on tiling array\; microarray\; RNA-seq\; and proteomic studies. Is affected by seven chemicals including rotenone\; D-glucose\; and Alovudine based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in amelogenesis imperfecta hypomaturation type 2A3. Is predicted to encode a protein with the following domains: Phosphorylation site\; WD domain, G-beta repeat\; WD40 repeat\; Quinoprotein alcohol dehydrogenase-like superfamily\; WD40\/YVTN repeat-like-containing domain superfamily\; and WD40-repeat-containing domain superfamily. Is an ortholog of human WDR7 (WD repeat domain 7)."
"430","Gpal_D383_g05530","F49D11.8","WBGene00000780","cpn-4","N.A.","cpn-4 encodes a calponin homolog, most closely related to its paralog CPN-3 in C. elegans\; CPN-4 is somewhat more similar to calponins per se (such as CLP1 and CLP2 in humans) than to the to the calponin paralogs transgelin (SM22 alpha) or neuronal protein NP25.","Is enriched in intestine\; muscle cell\; neurons\; pharynx\; and retrovesicular ganglion based on microarray\; RNA-seq\; and proteomic studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by sixteen chemicals including aldicarb\; methylmercuric chloride\; and D-glucose based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Calponin homology (CH) domain\; Calponin homology domain\; Smooth muscle protein\/calponin\; and CH domain superfamily."
"431","Gpal_D383_g07204","C35D10.10","WBGene00016446","C35D10.10","disulfide oxidoreductase activity, ""integral component of membrane"", ""membrane"", ""membrane-bounded organelle""","N.A.","Is enriched in germ line based on RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and let-7 based on microarray\; proteomic\; and RNA-seq studies. Is affected by five chemicals including rotenone\; resveratrol\; and paraquat based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Thioredoxin\; Thioredoxin domain\; and Thioredoxin-like superfamily. Is an ortholog of human TMX2 (thioredoxin related transmembrane protein 2)."
"432","Gpal_D383_g01257","Y57A10A.29","WBGene00013269","Y57A10A.29","mitochondrial electron transport, mitochondrial matrix"", ""mitochondrial respiratory chain complex II assembly"", ""mitochondrion"", ""protein-FAD linkage"", ""tricarboxylic acid cycle"", succinate to ubiquinone""","N.A.","Is enriched in germ line\; intestine\; muscle cell\; neurons\; and retrovesicular ganglion based on RNA-seq and microarray studies. Is affected by several genes including daf-16\; daf-2\; and sir-2.1 based on microarray and RNA-seq studies. Is affected by seven chemicals including hydrogen sulfide\; rotenone\; and stavudine based on microarray and RNA-seq studies. Human ortholog(s) of this gene are implicated in paraganglioma. Is predicted to encode a protein with the following domains: Flavinator of succinate dehydrogenase\; Flavinator of succinate dehydrogenase\; and Flavinator of succinate dehydrogenase superfamily. Is an ortholog of human SDHAF2 (succinate dehydrogenase complex assembly factor 2)."
"433","Gpal_D383_g11329","Y34B4A.7","WBGene00021323","Y34B4A.7","integral component of membrane, ""membrane""","N.A.","Is enriched in several structures, including excretory cell\; head mesodermal cell\; muscle cell\; neurons\; and retrovesicular ganglion based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; tiling array\; and RNA-seq studies. Is affected by Humic Substances and paraquat based on microarray studies. Is predicted to encode a protein with the following domain: S-adenosyl-L-methionine-dependent methyltransferase."
"434","Gpal_D383_g11328","Y92H12A.4","WBGene00022360","ints-3","cytoplasm","N.A.","Is enriched in AVK\; germ line\; and intestine based on RNA-seq and proteomic studies. Is affected by several genes including daf-2\; glp-1\; and hsf-1 based on microarray\; RNA-seq\; and proteomic studies. Is affected by five chemicals including rotenone\; D-glucose\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Integrator complex subunit 3 and Integrator complex subunit 3. Is an ortholog of human INTS3 (integrator complex subunit 3)."
"435","Gpal_D383_g09946","K08F4.9","WBGene00000975","dhs-12","oxidoreductase activity","dhs-12 encodes a predicted short-chain dehydrogenase.","Is enriched in several structures, including germ line\; germline precursor cell\; head mesodermal cell\; neurons\; and retrovesicular ganglion based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray\; tiling array\; proteomic\; and RNA-seq studies. Is affected by fifteen chemicals including Rifampin\; Sirolimus\; and Cholestanol based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: short chain dehydrogenase\; Short-chain dehydrogenase\/reductase SDR\; and NAD(P)-binding domain superfamily. Is an ortholog of human CBR1 (carbonyl reductase 1) and CBR3 (carbonyl reductase 3)."
"436","Gpal_D383_g09110","C48E7.1","WBGene00016749","C48E7.1","integral component of membrane, ""membrane""","N.A.","Is enriched in hypodermis and neurons based on tiling array\; proteomic\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray\; RNA-seq\; and proteomic studies. Is affected by eleven chemicals including D-glucose\; Alovudine\; and stavudine based on RNA-seq and microarray studies."
